Disaster Type,Subregion,Start Year,Region
Wildfire,Eastern Europe,2001,Europe
Earthquake,Western Asia,2001,Asia
Earthquake,Southern Europe,2001,Europe
Earthquake,Southern Asia,2001,Asia
Earthquake,Latin America and the Caribbean,2001,Americas
Extreme temperature,Latin America and the Caribbean,2001,Americas
Earthquake,Latin America and the Caribbean,2001,Americas
Storm,Central Asia,2001,Asia
Storm,South-eastern Asia,2001,Asia
Flood,Northern Europe,2001,Europe
Flood,Sub-Saharan Africa,2001,Africa
Flood,Sub-Saharan Africa,2001,Africa
Extreme temperature,Northern America,2001,Americas
Storm,Northern America,2001,Americas
Flood,Northern America,2001,Americas
Storm,Northern America,2001,Americas
Flood,Central Asia,2001,Asia
Extreme temperature,Australia and New Zealand,2001,Oceania
Flood,South-eastern Asia,2001,Asia
Flood,Southern Europe,2001,Europe
Storm,South-eastern Asia,2001,Asia
Storm,South-eastern Asia,2001,Asia
Flood,Southern Asia,2001,Asia
Storm,Eastern Asia,2001,Asia
Storm,Eastern Asia,2001,Asia
Drought,Sub-Saharan Africa,2001,Africa
Drought,Sub-Saharan Africa,2001,Africa
Drought,Sub-Saharan Africa,2001,Africa
Drought,Sub-Saharan Africa,2001,Africa
Drought,Sub-Saharan Africa,2001,Africa
Drought,Sub-Saharan Africa,2001,Africa
Drought,Sub-Saharan Africa,2002,Africa
Drought,Sub-Saharan Africa,2001,Africa
Drought,Sub-Saharan Africa,2001,Africa
Drought,Eastern Asia,2001,Asia
Drought,Sub-Saharan Africa,2001,Africa
Drought,Eastern Asia,2001,Asia
Drought,Latin America and the Caribbean,2001,Americas
Drought,Latin America and the Caribbean,2001,Americas
Drought,Latin America and the Caribbean,2001,Americas
Drought,Latin America and the Caribbean,2001,Americas
Drought,Latin America and the Caribbean,2001,Americas
Drought,Eastern Asia,2001,Asia
Drought,Sub-Saharan Africa,2001,Africa
Drought,Southern Asia,2001,Asia
Drought,South-eastern Asia,2001,Asia
Drought,Sub-Saharan Africa,2001,Africa
Earthquake,Melanesia,2002,Oceania
Storm,Southern Europe,2002,Europe
Storm,Sub-Saharan Africa,2002,Africa
Flood,South-eastern Asia,2002,Asia
Storm,Southern Europe,2002,Europe
Storm,Eastern Europe,2002,Europe
Flood,Western Europe,2002,Europe
Flood,Latin America and the Caribbean,2002,Americas
Earthquake,Central Asia,2002,Asia
Storm,Sub-Saharan Africa,2002,Africa
Storm,Northern America,2002,Americas
Flood,South-eastern Asia,2002,Asia
Flood,Southern Asia,2002,Asia
Flood,Eastern Europe,2002,Europe
Storm,Sub-Saharan Africa,2002,Africa
Flood,Sub-Saharan Africa,2002,Africa
Volcanic activity,Sub-Saharan Africa,2002,Africa
Flood,South-eastern Asia,2002,Asia
Flood,Australia and New Zealand,2002,Oceania
Storm,Sub-Saharan Africa,2002,Africa
Earthquake,Sub-Saharan Africa,2002,Africa
Storm,Sub-Saharan Africa,2002,Africa
Storm,Eastern Europe,2002,Europe
Flood,Western Europe,2002,Europe
Storm,Northern Europe,2002,Europe
Wildfire,Sub-Saharan Africa,2002,Africa
Flood,South-eastern Asia,2002,Asia
Storm,Western Europe,2002,Europe
Flood,Sub-Saharan Africa,2002,Africa
Storm,Eastern Europe,2002,Europe
Earthquake,Western Asia,2002,Asia
Storm,South-eastern Asia,2002,Asia
Earthquake,Melanesia,2002,Oceania
Volcanic activity,Latin America and the Caribbean,2002,Americas
Flood,Sub-Saharan Africa,2002,Africa
Flood,Latin America and the Caribbean,2002,Americas
Flood,Sub-Saharan Africa,2002,Africa
Flood,Latin America and the Caribbean,2002,Americas
Flood,Sub-Saharan Africa,2002,Africa
Volcanic activity,Latin America and the Caribbean,2002,Americas
Wildfire,Latin America and the Caribbean,2002,Americas
Storm,Eastern Asia,2002,Asia
Wildfire,Northern America,2002,Americas
Flood,Western Europe,2002,Europe
Flood,Latin America and the Caribbean,2002,Americas
Earthquake,Southern Asia,2002,Asia
Flood,Latin America and the Caribbean,2002,Americas
Storm,Northern America,2002,Americas
Earthquake,Southern Asia,2002,Asia
Earthquake,Southern Asia,2002,Asia
Earthquake,Central Asia,2002,Asia
Flood,Latin America and the Caribbean,2002,Americas
Storm,Micronesia,2002,Oceania
Storm,Northern America,2002,Americas
Earthquake,South-eastern Asia,2002,Asia
Flood,Northern Africa,2002,Africa
Storm,Sub-Saharan Africa,2002,Africa
Storm,Australia and New Zealand,2002,Oceania
Storm,Latin America and the Caribbean,2002,Americas
Flood,Latin America and the Caribbean,2002,Americas
Flood,Sub-Saharan Africa,2002,Africa
Storm,Northern America,2002,Americas
Flood,Northern Africa,2002,Africa
Earthquake,Eastern Asia,2002,Asia
Earthquake,Southern Asia,2002,Asia
Flood,South-eastern Asia,2002,Asia
Storm,Eastern Asia,2002,Asia
Wildfire,Eastern Asia,2002,Asia
Flood,Northern America,2002,Americas
Wildfire,Northern America,2002,Americas
Flood,Southern Asia,2002,Asia
Flood,South-eastern Asia,2002,Asia
Flood,Latin America and the Caribbean,2002,Americas
Flood,Central Asia,2002,Asia
Flood,Sub-Saharan Africa,2002,Africa
Flood,Southern Asia,2002,Asia
Wildfire,South-eastern Asia,2002,Asia
Storm,Southern Asia,2002,Asia
Earthquake,Southern Asia,2002,Asia
Flood,Western Asia,2002,Asia
Storm,Southern Asia,2002,Asia
Flood,Western Asia,2002,Asia
Flood,Sub-Saharan Africa,2002,Africa
Storm,Southern Asia,2002,Asia
Storm,Sub-Saharan Africa,2002,Africa
Flood,Southern Asia,2002,Asia
Flood,Sub-Saharan Africa,2002,Africa
Storm,South-eastern Asia,2002,Asia
Storm,Southern Asia,2002,Asia
Earthquake,Southern Europe,2002,Europe
Flood,South-eastern Asia,2002,Asia
Wildfire,Latin America and the Caribbean,2002,Americas
Flood,Sub-Saharan Africa,2002,Africa
Flood,Latin America and the Caribbean,2002,Americas
Flood,Southern Asia,2002,Asia
Earthquake,Southern Asia,2002,Asia
Earthquake,Western Asia,2002,Asia
Flood,Latin America and the Caribbean,2002,Americas
Flood,Latin America and the Caribbean,2002,Americas
Flood,Sub-Saharan Africa,2002,Africa
Flood,Northern America,2002,Americas
Flood,Sub-Saharan Africa,2002,Africa
Flood,Sub-Saharan Africa,2002,Africa
Flood,Sub-Saharan Africa,2002,Africa
Flood,Sub-Saharan Africa,2002,Africa
Flood,Eastern Asia,2002,Asia
Wildfire,Eastern Europe,2002,Europe
Storm,Sub-Saharan Africa,2002,Africa
Storm,Northern America,2002,Americas
Extreme temperature,Southern Asia,2002,Asia
Storm,Western Asia,2002,Asia
Storm,South-eastern Asia,2002,Asia
Storm,Northern America,2002,Americas
Extreme temperature,Southern Asia,2002,Asia
Flood,South-eastern Asia,2002,Asia
Flood,Latin America and the Caribbean,2002,Americas
Flood,Eastern Asia,2002,Asia
Flood,Latin America and the Caribbean,2002,Americas
Storm,Southern Asia,2002,Asia
Storm,Northern America,2002,Americas
Wildfire,Northern America,2002,Americas
Flood,Central Asia,2002,Asia
Flood,Latin America and the Caribbean,2002,Americas
Flood,Latin America and the Caribbean,2002,Americas
Flood,Latin America and the Caribbean,2002,Americas
Flood,Latin America and the Caribbean,2002,Americas
Flood,Latin America and the Caribbean,2002,Americas
Storm,Southern Asia,2002,Asia
Wildfire,Northern America,2002,Americas
Flood,Latin America and the Caribbean,2002,Americas
Flood,Latin America and the Caribbean,2002,Americas
Flood,Southern Europe,2002,Europe
Flood,Eastern Asia,2002,Asia
Flood,Eastern Asia,2002,Asia
Wildfire,Northern America,2002,Americas
Extreme temperature,Sub-Saharan Africa,2002,Africa
Extreme temperature,Northern America,2002,Americas
Flood,Latin America and the Caribbean,2002,Americas
Wildfire,Southern Asia,2002,Asia
Flood,Southern Europe,2002,Europe
Earthquake,Latin America and the Caribbean,2002,Americas
Flood,Sub-Saharan Africa,2002,Africa
Flood,Southern Asia,2002,Asia
Flood,Central Asia,2002,Asia
Flood,Eastern Europe,2002,Europe
Earthquake,Southern Asia,2002,Asia
Wildfire,Northern America,2002,Americas
Flood,Eastern Europe,2002,Europe
Storm,Micronesia,2002,Oceania
Flood,Southern Asia,2002,Asia
Flood,Latin America and the Caribbean,2002,Americas
Flood,Northern America,2002,Americas
Storm,Eastern Asia,2002,Asia
Storm,Eastern Asia,2002,Asia
Storm,Eastern Asia,2002,Asia
Storm,South-eastern Asia,2002,Asia
Wildfire,Northern America,2002,Americas
Flood,Western Asia,2002,Asia
Flood,Northern America,2002,Americas
Storm,Eastern Asia,2002,Asia
Wildfire,Sub-Saharan Africa,2002,Africa
Storm,Western Europe,2002,Europe
Storm,Latin America and the Caribbean,2002,Americas
Storm,South-eastern Asia,2002,Asia
Storm,Eastern Asia,2002,Asia
Storm,Southern Asia,2002,Asia
Storm,Latin America and the Caribbean,2002,Americas
Storm,Eastern Asia,2002,Asia
Storm,Eastern Asia,2002,Asia
Storm,Micronesia,2002,Oceania
Storm,Sub-Saharan Africa,2002,Africa
Flood,Latin America and the Caribbean,2002,Americas
Flood,Eastern Europe,2002,Europe
Storm,Eastern Asia,2002,Asia
Flood,Western Asia,2002,Asia
Flood,Western Asia,2002,Asia
Flood,Eastern Asia,2002,Asia
Flood,Northern Europe,2002,Europe
Flood,Eastern Europe,2002,Europe
Flood,Western Europe,2002,Europe
Flood,Sub-Saharan Africa,2002,Africa
Wildfire,Eastern Europe,2002,Europe
Flood,South-eastern Asia,2002,Asia
Flood,Eastern Europe,2002,Europe
Flood,Southern Europe,2002,Europe
Flood,Eastern Asia,2002,Asia
Flood,Central Asia,2002,Asia
Flood,Eastern Asia,2002,Asia
Flood,Eastern Europe,2002,Europe
Flood,Eastern Asia,2002,Asia
Flood,Eastern Europe,2002,Europe
Flood,Eastern Asia,2002,Asia
Flood,Northern Europe,2002,Europe
Flood,Western Europe,2002,Europe
Flood,Southern Asia,2002,Asia
Volcanic activity,Melanesia,2002,Oceania
Storm,Latin America and the Caribbean,2002,Americas
Extreme temperature,Latin America and the Caribbean,2002,Americas
Extreme temperature,Latin America and the Caribbean,2002,Americas
Storm,Sub-Saharan Africa,2002,Africa
Flood,Eastern Asia,2002,Asia
Flood,South-eastern Asia,2002,Asia
Flood,Southern Asia,2002,Asia
Flood,Eastern Europe,2002,Europe
Flood,Southern Asia,2002,Asia
Flood,Latin America and the Caribbean,2002,Americas
Earthquake,South-eastern Asia,2002,Asia
Flood,Eastern Europe,2002,Europe
Flood,Sub-Saharan Africa,2002,Africa
Flood,Northern Africa,2002,Africa
Flood,South-eastern Asia,2002,Asia
Wildfire,Latin America and the Caribbean,2002,Americas
Storm,South-eastern Asia,2002,Asia
Extreme temperature,Eastern Asia,2002,Asia
Flood,South-eastern Asia,2002,Asia
Flood,Eastern Europe,2002,Europe
Flood,South-eastern Asia,2002,Asia
Flood,Southern Asia,2002,Asia
Flood,Northern Africa,2002,Africa
Flood,Southern Asia,2002,Asia
Earthquake,Northern Africa,2002,Africa
Flood,Latin America and the Caribbean,2002,Americas
Flood,Western Europe,2002,Europe
Flood,Eastern Europe,2002,Europe
Flood,Western Europe,2002,Europe
Storm,Eastern Asia,2002,Asia
Storm,Eastern Asia,2002,Asia
Wildfire,Eastern Europe,2002,Europe
Flood,Southern Asia,2002,Asia
Storm,Northern America,2002,Americas
Storm,Eastern Asia,2002,Asia
Storm,Eastern Asia,2002,Asia
Storm,Eastern Asia,2002,Asia
Flood,Western Europe,2002,Europe
Flood,Western Asia,2002,Asia
Earthquake,Melanesia,2002,Oceania
Flood,South-eastern Asia,2002,Asia
Earthquake,Southern Asia,2002,Asia
Storm,Sub-Saharan Africa,2002,Africa
Flood,Latin America and the Caribbean,2002,Americas
Storm,Eastern Asia,2002,Asia
Flood,Northern America,2002,Americas
Storm,Latin America and the Caribbean,2002,Americas
Flood,Southern Europe,2002,Europe
Storm,Latin America and the Caribbean,2002,Americas
Flood,South-eastern Asia,2002,Asia
Flood,Southern Asia,2002,Asia
Flood,South-eastern Asia,2002,Asia
Wildfire,South-eastern Asia,2002,Asia
Storm,Latin America and the Caribbean,2002,Americas
Wildfire,Northern America,2002,Americas
Storm,Northern Africa,2002,Africa
Wildfire,Northern America,2002,Americas
Storm,Latin America and the Caribbean,2002,Americas
Storm,Latin America and the Caribbean,2002,Americas
Flood,Southern Asia,2002,Asia
Flood,South-eastern Asia,2002,Asia
Storm,Eastern Europe,2002,Europe
Storm,Latin America and the Caribbean,2002,Americas
Storm,Latin America and the Caribbean,2002,Americas
Storm,Australia and New Zealand,2002,Oceania
Flood,Latin America and the Caribbean,2002,Americas
Extreme temperature,Eastern Europe,2002,Europe
Flood,South-eastern Asia,2002,Asia
Earthquake,South-eastern Asia,2002,Asia
Storm,Latin America and the Caribbean,2002,Americas
Flood,Northern Africa,2002,Africa
Flood,Southern Asia,2002,Asia
Storm,Northern America,2002,Americas
Storm,Latin America and the Caribbean,2002,Americas
Earthquake,Sub-Saharan Africa,2002,Africa
Earthquake,Eastern Asia,2002,Asia
Storm,Latin America and the Caribbean,2002,Americas
Storm,Latin America and the Caribbean,2002,Americas
Storm,Latin America and the Caribbean,2002,Americas
Flood,Eastern Asia,2002,Asia
Storm,Latin America and the Caribbean,2002,Americas
Storm,Sub-Saharan Africa,2002,Africa
Storm,Northern Europe,2002,Europe
Storm,Western Europe,2002,Europe
Storm,Western Europe,2002,Europe
Storm,Western Europe,2002,Europe
Storm,Western Europe,2002,Europe
Storm,Western Europe,2002,Europe
Storm,Western Europe,2002,Europe
Storm,Eastern Europe,2002,Europe
Storm,Eastern Europe,2002,Europe
Earthquake,Southern Europe,2002,Europe
Storm,Northern Europe,2002,Europe
Storm,Northern Europe,2002,Europe
Flood,Sub-Saharan Africa,2002,Africa
Earthquake,Southern Europe,2002,Europe
Flood,Eastern Asia,2002,Asia
Earthquake,Southern Asia,2002,Asia
Volcanic activity,Latin America and the Caribbean,2002,Americas
Flood,Southern Europe,2002,Europe
Storm,Northern America,2002,Americas
Volcanic activity,South-eastern Asia,2002,Asia
Storm,Southern Asia,2002,Asia
Storm,Southern Asia,2002,Asia
Storm,Western Europe,2002,Europe
Flood,Latin America and the Caribbean,2002,Americas
Flood,Sub-Saharan Africa,2002,Africa
Storm,Western Europe,2002,Europe
Flood,Sub-Saharan Africa,2002,Africa
Earthquake,Southern Asia,2002,Asia
Storm,Latin America and the Caribbean,2002,Americas
Storm,Northern America,2002,Americas
Storm,South-eastern Asia,2002,Asia
Flood,Southern Asia,2002,Asia
Flood,South-eastern Asia,2002,Asia
Flood,Northern Africa,2002,Africa
Flood,Sub-Saharan Africa,2002,Africa
Flood,Southern Europe,2002,Europe
Storm,Northern America,2002,Americas
Flood,Northern Africa,2002,Africa
Storm,Micronesia,2002,Oceania
Extreme temperature,Eastern Europe,2002,Europe
Flood,Latin America and the Caribbean,2002,Americas
Flood,Latin America and the Caribbean,2002,Americas
Earthquake,Southern Europe,2002,Europe
Flood,Southern Europe,2002,Europe
Wildfire,Australia and New Zealand,2002,Oceania
Storm,Eastern Asia,2002,Asia
Extreme temperature,Eastern Europe,2002,Europe
Earthquake,Melanesia,2002,Oceania
Flood,Northern Europe,2002,Europe
Flood,Northern Europe,2002,Europe
Flood,Southern Europe,2002,Europe
Flood,Southern Europe,2002,Europe
Flood,Southern Asia,2002,Asia
Flood,Northern Africa,2002,Africa
Storm,Western Asia,2002,Asia
Storm,Western Asia,2002,Asia
Storm,Northern America,2002,Americas
Storm,Western Asia,2002,Asia
Storm,Australia and New Zealand,2002,Oceania
Flood,Sub-Saharan Africa,2002,Africa
Storm,Northern America,2002,Americas
Storm,Eastern Asia,2002,Asia
Earthquake,Southern Asia,2002,Asia
Extreme temperature,Latin America and the Caribbean,2002,Americas
Flood,Southern Europe,2002,Europe
Flood,Sub-Saharan Africa,2002,Africa
Storm,Melanesia,2002,Oceania
Flood,Western Europe,2002,Europe
Flood,Southern Europe,2002,Europe
Extreme temperature,Southern Asia,2002,Asia
Extreme temperature,Southern Asia,2002,Asia
Earthquake,South-eastern Asia,2002,Asia
Earthquake,Southern Asia,2002,Asia
Earthquake,South-eastern Asia,2002,Asia
Storm,Eastern Asia,2002,Asia
Storm,Micronesia,2002,Oceania
Flood,Melanesia,2002,Oceania
Extreme temperature,Southern Asia,2002,Asia
Extreme temperature,Southern Asia,2002,Asia
Earthquake,Eastern Asia,2002,Asia
Flood,Latin America and the Caribbean,2002,Americas
Flood,Latin America and the Caribbean,2002,Americas
Flood,Sub-Saharan Africa,2002,Africa
Flood,Latin America and the Caribbean,2002,Americas
Volcanic activity,Latin America and the Caribbean,2002,Americas
Flood,Latin America and the Caribbean,2002,Americas
Flood,Latin America and the Caribbean,2002,Americas
Storm,Latin America and the Caribbean,2002,Americas
Storm,Latin America and the Caribbean,2002,Americas
Storm,Latin America and the Caribbean,2002,Americas
Storm,South-eastern Asia,2002,Asia
Storm,South-eastern Asia,2002,Asia
Storm,South-eastern Asia,2002,Asia
Flood,Southern Europe,2002,Europe
Storm,Northern America,2002,Americas
Storm,Sub-Saharan Africa,2002,Africa
Earthquake,Southern Europe,2002,Europe
Drought,Sub-Saharan Africa,2002,Africa
Drought,Sub-Saharan Africa,2002,Africa
Drought,South-eastern Asia,2002,Asia
Drought,South-eastern Asia,2002,Asia
Drought,South-eastern Asia,2002,Asia
Drought,Eastern Asia,2002,Asia
Drought,Latin America and the Caribbean,2002,Americas
Drought,Southern Europe,2002,Europe
Drought,Sub-Saharan Africa,2002,Africa
Drought,Sub-Saharan Africa,2002,Africa
Drought,Southern Asia,2002,Asia
Drought,Sub-Saharan Africa,2002,Africa
Drought,South-eastern Asia,2002,Asia
Drought,Sub-Saharan Africa,2002,Africa
Drought,Sub-Saharan Africa,2002,Africa
Drought,Eastern Asia,2002,Asia
Drought,Latin America and the Caribbean,2002,Americas
Drought,Australia and New Zealand,2002,Oceania
Drought,Sub-Saharan Africa,2002,Africa
Drought,Latin America and the Caribbean,2002,Americas
Drought,Latin America and the Caribbean,2002,Americas
Drought,Sub-Saharan Africa,2002,Africa
Drought,Northern America,2002,Americas
Drought,Eastern Asia,2002,Asia
Flood,Western Europe,2003,Europe
Flood,Western Europe,2003,Europe
Flood,Southern Europe,2003,Europe
Flood,Eastern Europe,2003,Europe
Storm,Western Europe,2003,Europe
Storm,Western Europe,2003,Europe
Storm,Western Europe,2003,Europe
Flood,Latin America and the Caribbean,2003,Americas
Flood,South-eastern Asia,2003,Asia
Flood,Sub-Saharan Africa,2003,Africa
Flood,Sub-Saharan Africa,2003,Africa
Flood,South-eastern Asia,2003,Asia
